1,basic,"Circle Fade In. White background. Red circle (#E53935), 150px diameter, centered. Animation: Fade from 0% to 100% opacity over 1.2s (ease-out). Hold 2.8s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1sq7YMLePY8J6cTabTGq9m5nmmZYcXb0G/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/1SZDeRNFeK_W3PrIlmDFmp46A1qSkWx79/view"", ""View Code"")",,,,,,
2,basic,"Circle Scale In. Light grey background (#F5F5F5). Blue circle (#1976D2), 180px diameter, centered. Animation: Scale from 0% to 100% over 1s (elastic ease with slight overshoot to 105%, settle to 100%). Hold 3s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1p7EfG_XBjUwlTaNCp_mVbF0zyf5JO6r3/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/1Dk9ZnTi-a4CKI7MLdNJWx01t5TLGX25a/view"", ""View Code"")",,,,,,
3,basic,"Circle Slide Left. Black background. Yellow circle (#FDD835), 160px diameter. Starts off-screen right (x: +120% canvas width). Slides to center over 1.5s (ease-out deceleration). Hold 2.5s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1I-PlqhMvluRx8a5SBh6tiSuLGcjCrjKI/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/107r5udNm9TLXkyqqluWmZ9CgiRwg5p2l/view"", ""View Code"")",,,,,,
4,basic,"Circle Slide Up. Gradient background (#E3F2FD to #BBDEFB, top to bottom). Green circle (#43A047), 140px diameter. Starts off-screen bottom (y: +120% canvas height). Rises to center over 1.3s with gravity simulation (ease-out, decelerates as it rises). Hold 2.7s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1ayvmuw6TGt9kdRMqhNLW6BscuybSgaJZ/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/16_qMtcA8_SYd6NWe344D4gluOg6RrYtB/view"", ""View Code"")",,,,,,
5,basic,"Circle Drop Gravity. White background. Purple circle (#7B1FA2), 170px diameter. Starts off-screen top (y: -120% height). Drops to center with gravity acceleration (ease-in, speeds up), bounces once (goes 30px below center, bounces 10px up, settles) over 1.6s total. Hold 2.4s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1ldzFl7xdIqLYBGwtFyHFS_Qg9k3g4NuK/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/1fJXuzjRtMg8Xv20jlnUj4RL-421rV_LJ/view"", ""View Code"")",,,,,,
6,basic,"Circle Rotate 360. Dark grey background (#424242). Orange circle (#FF6F00), 155px diameter with small white dot offset from center to show rotation. Centered. Rotates continuously 360° clockwise over 2s (linear speed). Completes rotation, holds static 2s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1zc7xXvXyaR3YZiQPhlgpoDw9lDaNRNm0/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/1jC8xOvKFT7ybnnQkyOCWlYBONI0eIzM-/view"", ""View Code"")",,,,,,
7,basic,"Circle Opacity Pulse. Soft blue background (#E1F5FE). Cyan circle (#00ACC1), 165px diameter, centered. Animation: Pulse opacity 100% → 30% → 100% over 2s (smooth sine wave). Complete 2 pulses. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1cyZwIYXpTJNQH0gGCTO6UAaXB6DU2ZqC/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/11w3f4flOAGiIh1vj9VJ5GCzwTly_pL1Q/view"", ""View Code"")",,,,,,
8,basic,"Circle Blur Focus. White background. Red circle (#D32F2F), 175px diameter, centered. Starts heavily blurred (blur radius 20px, opacity 40%). Sharpens to crystal clear over 2s (blur reduces to 0px, opacity to 100%). Hold sharp 2s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1aknPodw4_kiIOmmLJbZ6KDVydFZ85NNu/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/1lmI4ElDdyEtSGj78FMLeDoMj5eRQFakv/view"", ""View Code"")",,,,,,
9,basic,"Circle Glow Effect. Black background. White circle (#FFFFFF), 150px diameter, centered. Circle has outer glow (0px 0px 30px rgba(255,255,255,0.8)). Glow intensity pulses: 0.3 → 0.9 → 0.3 alpha over 2.5s. Complete 1.5 pulses. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1xujnXqZzHR7y20-nxR9BIzDZBzOrUDrY/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/1FuZfLtb1zdROTYC2WV4OmVe-YlmR-zBF/view"", ""View Code"")",,,,,,
10,basic,"Circle Color Morph. Light background (#FAFAFA). Circle 160px diameter, centered. Starts red (#F44336), morphs to blue (#2196F3) over 2s (smooth color transition). Morphs blue to green (#4CAF50) over 2s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1RHctbsMMZ73WHRBDbbKX1Eb4n_msn99f/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/1nVJamjuBhHuKhvkN6FewydIfcoYyYl3j/view"", ""View Code"")",,,,,,
11,basic,"Rectangle Fade In. White background. Blue rectangle (#1565C0), 300px × 180px, centered, border-radius 12px. Fades from 0% to 100% opacity over 1.4s (ease-out). Hold 2.6s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1fDfdIg7WMi1uuMrD0DfacO42zQdB_dka/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/1yH4Hw29T-C_q8T1uamr-TKmMygZOaxkf/view"", ""View Code"")",,,,,,
12,basic,"Rectangle Scale In. Gradient background (#FCE4EC to #F8BBD0). Pink rectangle (#EC407A), 320px × 200px, centered, border-radius 16px. Scales from 0% to 100% over 1.2s (elastic with overshoot to 108%, settle). Hold 2.8s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/17AdBjLSxddGLSFA_mM9zoIC9yuAioKu2/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/1mTxW69wvbCLZagsn00vN1fkPIpbMmjXw/view"", ""View Code"")",,,,,,
13,basic,"Rectangle Slide Right. Dark background (#212121). Orange rectangle (#FF6F00), 280px × 160px, rounded corners 10px. Starts off-screen left (x: -120%). Slides to center over 1.6s (ease-out). Hold 2.4s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/17u3khB_zvdaHxL6Xg_KTPN28C_fo5GYR/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/1IuxPXiBfrkCvRdaGBJ8pIyXMxKGvm0Gv/view"", ""View Code"")",,,,,,
14,basic,"Rectangle Width Expand. Light grey background. Green rectangle (#388E3C), starts 0px × 180px (invisible), centered vertically. Expands width from 0px to 350px over 1.8s (ease-out), height stays 180px. Hold 2.2s. Total duration: 4s.","=HYPERLINK(""https://drive.google.com/file/d/1rBY8DIcts4CquzGb07MmKD7Ots5nuzWH/view"", ""View Video"")","=HYPERLINK(""https://drive.google.com/file/d/14HWKUtGNjkL7uALbrb6IsXuItQRP5Hq_/view"", ""View Code"")",,,,,,
